EnrollmentID,StudentID,Term,AcademicYear,EnrollmentStatus,CreditHours,ResidencyStatus,Campus,EnrollmentDate
ENR000597,WMU00176,Fall 2024,2024,Enrolled,12,Out-of-State,Online,2024-09-17
ENR000598,WMU00176,Spring 2025,2025,Enrolled,3,International,Online,2025-12-05
ENR000599,WMU00176,Fall 2025,2025,Enrolled,9,International,Main Campus,2025-12-07
ENR000600,WMU00176,Fall 2023,2023,Withdrawn,12,International,Regional Campus,2023-09-03
ENR000601,WMU00177,Spring 2025,2025,Withdrawn,12,International,Online,2025-04-06
ENR000602,WMU00177,Fall 2025,2025,Enrolled,3,International,Main Campus,2025-10-23
ENR000603,WMU00177,Fall 2024,2024,Completed,3,Out-of-State,Regional Campus,2024-12-24
ENR000604,WMU00178,Fall 2024,2024,Enrolled,15,In-State,Main Campus,2024-01-18
ENR000605,WMU00178,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-03-09
ENR000606,WMU00178,Spring 2025,2025,Enrolled,6,In-State,Regional Campus,2025-04-27
ENR000607,WMU00178,Fall 2025,2025,Completed,6,In-State,Main Campus,2025-11-12
ENR000608,WMU00179,Fall 2024,2024,Withdrawn,6,International,Online,2024-06-02
ENR000609,WMU00179,Fall 2023,2023,Enrolled,3,In-State,Regional Campus,2023-05-06
ENR000610,WMU00179,Fall 2025,2025,Enrolled,9,International,Regional Campus,2025-10-04
ENR000611,WMU00179,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-10-18
ENR000612,WMU00180,Spring 2025,2025,Enrolled,9,International,Regional Campus,2025-07-05
ENR000613,WMU00180,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-07-12
ENR000614,WMU00180,Fall 2025,2025,Withdrawn,6,In-State,Online,2025-03-15
ENR000615,WMU00181,Spring 2024,2024,Enrolled,12,International,Online,2024-01-10
ENR000616,WMU00181,Fall 2025,2025,Enrolled,6,Out-of-State,Regional Campus,2025-10-07
ENR000617,WMU00181,Fall 2024,2024,Enrolled,3,In-State,Online,2024-04-15
ENR000618,WMU00182,Fall 2023,2023,Withdrawn,12,In-State,Main Campus,2023-01-25
ENR000619,WMU00182,Spring 2024,2024,Enrolled,3,In-State,Main Campus,2024-05-05
ENR000620,WMU00182,Fall 2024,2024,Enrolled,15,In-State,Main Campus,2024-09-24
ENR000621,WMU00182,Fall 2025,2025,Enrolled,9,In-State,Main Campus,2025-08-25
ENR000622,WMU00182,Spring 2025,2025,Withdrawn,15,In-State,Online,2025-06-16
ENR000623,WMU00183,Spring 2024,2024,Completed,9,In-State,Main Campus,2024-01-04
ENR000624,WMU00183,Fall 2023,2023,Enrolled,15,In-State,Regional Campus,2023-07-05
ENR000625,WMU00183,Fall 2024,2024,Enrolled,3,In-State,Main Campus,2024-07-13
ENR000626,WMU00184,Fall 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-02-08
ENR000627,WMU00184,Fall 2025,2025,Enrolled,3,Out-of-State,Main Campus,2025-10-11
ENR000628,WMU00184,Fall 2023,2023,Enrolled,3,In-State,Main Campus,2023-10-05
ENR000629,WMU00185,Spring 2025,2025,Withdrawn,6,In-State,Regional Campus,2025-11-10
ENR000630,WMU00185,Fall 2024,2024,Enrolled,15,Out-of-State,Main Campus,2024-05-16
ENR000631,WMU00185,Fall 2025,2025,Enrolled,9,International,Main Campus,2025-01-28
ENR000632,WMU00186,Spring 2024,2024,Withdrawn,12,International,Online,2024-02-04
ENR000633,WMU00186,Fall 2024,2024,Withdrawn,15,International,Online,2024-03-03
ENR000634,WMU00186,Fall 2023,2023,Enrolled,9,In-State,Online,2023-06-11
ENR000635,WMU00187,Spring 2025,2025,Enrolled,6,Out-of-State,Online,2025-09-16
ENR000636,WMU00187,Fall 2025,2025,Completed,15,Out-of-State,Regional Campus,2025-09-27
ENR000637,WMU00187,Fall 2024,2024,Withdrawn,6,In-State,Regional Campus,2024-12-14
ENR000638,WMU00187,Spring 2024,2024,Completed,15,International,Regional Campus,2024-04-23
ENR000639,WMU00187,Fall 2023,2023,Enrolled,3,Out-of-State,Main Campus,2023-04-28
ENR000640,WMU00188,Fall 2024,2024,Enrolled,6,In-State,Online,2024-06-28
ENR000641,WMU00188,Spring 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-09-14
ENR000642,WMU00189,Spring 2024,2024,Enrolled,6,International,Regional Campus,2024-03-13
ENR000643,WMU00189,Fall 2025,2025,Withdrawn,3,Out-of-State,Main Campus,2025-12-04
ENR000644,WMU00189,Fall 2023,2023,Enrolled,15,Out-of-State,Regional Campus,2023-03-01
ENR000645,WMU00190,Fall 2024,2024,Enrolled,6,In-State,Regional Campus,2024-07-05
ENR000646,WMU00190,Spring 2024,2024,Withdrawn,6,International,Main Campus,2024-12-17
ENR000647,WMU00190,Fall 2023,2023,Withdrawn,9,Out-of-State,Regional Campus,2023-06-15
ENR000648,WMU00191,Fall 2024,2024,Enrolled,6,International,Main Campus,2024-10-25
ENR000649,WMU00191,Fall 2023,2023,Completed,6,In-State,Main Campus,2023-07-27
ENR000650,WMU00192,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-09-13
ENR000651,WMU00192,Fall 2024,2024,Enrolled,6,Out-of-State,Regional Campus,2024-01-08
ENR000652,WMU00192,Fall 2025,2025,Enrolled,12,International,Regional Campus,2025-10-27
ENR000653,WMU00192,Spring 2024,2024,Withdrawn,3,Out-of-State,Online,2024-11-21
ENR000654,WMU00192,Fall 2023,2023,Withdrawn,12,In-State,Main Campus,2023-06-21
ENR000655,WMU00193,Spring 2024,2024,Completed,9,Out-of-State,Main Campus,2024-04-10
ENR000656,WMU00193,Fall 2024,2024,Completed,6,In-State,Main Campus,2024-04-20
ENR000657,WMU00193,Fall 2023,2023,Enrolled,3,In-State,Regional Campus,2023-04-21
ENR000658,WMU00193,Spring 2025,2025,Enrolled,3,Out-of-State,Main Campus,2025-10-19
ENR000659,WMU00193,Fall 2025,2025,Completed,3,Out-of-State,Main Campus,2025-01-11
ENR000660,WMU00194,Fall 2024,2024,Enrolled,9,Out-of-State,Regional Campus,2024-04-11
ENR000661,WMU00194,Fall 2023,2023,Enrolled,12,In-State,Regional Campus,2023-11-04
ENR000662,WMU00195,Spring 2025,2025,Completed,3,Out-of-State,Online,2025-10-28
ENR000663,WMU00195,Fall 2023,2023,Enrolled,3,In-State,Main Campus,2023-11-15
ENR000664,WMU00195,Fall 2024,2024,Enrolled,3,International,Main Campus,2024-04-26
ENR000665,WMU00195,Fall 2025,2025,Enrolled,6,International,Regional Campus,2025-12-20
ENR000666,WMU00196,Spring 2025,2025,Completed,9,Out-of-State,Main Campus,2025-12-25
ENR000667,WMU00196,Spring 2024,2024,Enrolled,12,In-State,Regional Campus,2024-10-03
ENR000668,WMU00196,Fall 2025,2025,Completed,6,International,Online,2025-02-26
ENR000669,WMU00196,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-02-16
ENR000670,WMU00197,Spring 2025,2025,Enrolled,6,In-State,Main Campus,2025-05-19
ENR000671,WMU00197,Fall 2024,2024,Enrolled,9,In-State,Main Campus,2024-03-23
ENR000672,WMU00198,Fall 2024,2024,Completed,3,Out-of-State,Main Campus,2024-06-28
ENR000673,WMU00198,Spring 2025,2025,Withdrawn,9,Out-of-State,Regional Campus,2025-11-05
ENR000674,WMU00198,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-06-12
ENR000675,WMU00198,Fall 2025,2025,Withdrawn,3,International,Online,2025-05-22
ENR000676,WMU00198,Fall 2023,2023,Completed,3,International,Main Campus,2023-12-26
ENR000677,WMU00199,Fall 2025,2025,Enrolled,3,Out-of-State,Main Campus,2025-10-13
ENR000678,WMU00199,Fall 2023,2023,Enrolled,3,Out-of-State,Online,2023-11-03
ENR000679,WMU00199,Spring 2025,2025,Withdrawn,9,Out-of-State,Regional Campus,2025-09-27
ENR000680,WMU00200,Fall 2023,2023,Enrolled,12,Out-of-State,Online,2023-02-11
ENR000681,WMU00200,Fall 2025,2025,Completed,9,Out-of-State,Main Campus,2025-12-24
ENR000682,WMU00200,Spring 2025,2025,Enrolled,12,Out-of-State,Online,2025-01-18
ENR000683,WMU00200,Fall 2024,2024,Withdrawn,6,In-State,Regional Campus,2024-04-11
ENR000684,WMU00200,Spring 2024,2024,Enrolled,15,International,Online,2024-01-26
ENR000685,WMU00201,Spring 2025,2025,Enrolled,6,International,Online,2025-05-09
ENR000686,WMU00201,Fall 2025,2025,Enrolled,6,In-State,Main Campus,2025-05-13
ENR000687,WMU00201,Fall 2023,2023,Enrolled,3,International,Online,2023-07-17
ENR000688,WMU00201,Fall 2024,2024,Enrolled,6,In-State,Main Campus,2024-02-14
ENR000689,WMU00202,Fall 2024,2024,Withdrawn,12,Out-of-State,Regional Campus,2024-12-26
ENR000690,WMU00202,Spring 2024,2024,Withdrawn,6,Out-of-State,Regional Campus,2024-10-13
ENR000691,WMU00202,Fall 2023,2023,Completed,3,International,Main Campus,2023-02-24
ENR000692,WMU00202,Spring 2025,2025,Completed,15,In-State,Online,2025-11-27
ENR000693,WMU00203,Fall 2023,2023,Enrolled,12,In-State,Regional Campus,2023-07-09
ENR000694,WMU00203,Spring 2024,2024,Enrolled,15,Out-of-State,Main Campus,2024-11-15
ENR000695,WMU00203,Spring 2025,2025,Enrolled,15,In-State,Main Campus,2025-12-07
ENR000696,WMU00203,Fall 2025,2025,Completed,12,In-State,Regional Campus,2025-07-07
ENR000697,WMU00204,Spring 2024,2024,Enrolled,9,In-State,Online,2024-05-17
ENR000698,WMU00204,Fall 2025,2025,Withdrawn,3,International,Online,2025-07-14
ENR000699,WMU00204,Fall 2024,2024,Enrolled,9,International,Online,2024-09-25
ENR000700,WMU00204,Fall 2023,2023,Enrolled,9,In-State,Online,2023-07-12
ENR000701,WMU00205,Fall 2025,2025,Withdrawn,12,Out-of-State,Regional Campus,2025-12-22
ENR000702,WMU00205,Spring 2024,2024,Enrolled,12,International,Regional Campus,2024-02-03
ENR000703,WMU00205,Fall 2024,2024,Enrolled,3,International,Main Campus,2024-10-14
ENR000704,WMU00206,Spring 2025,2025,Completed,12,International,Main Campus,2025-11-10
ENR000705,WMU00206,Fall 2023,2023,Enrolled,12,In-State,Online,2023-09-13
ENR000706,WMU00207,Spring 2024,2024,Enrolled,3,Out-of-State,Online,2024-11-23
ENR000707,WMU00207,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-09-10
ENR000708,WMU00208,Fall 2024,2024,Withdrawn,3,In-State,Main Campus,2024-01-05
ENR000709,WMU00208,Fall 2025,2025,Completed,9,International,Regional Campus,2025-06-11
ENR000710,WMU00208,Spring 2024,2024,Completed,6,Out-of-State,Main Campus,2024-09-13
ENR000711,WMU00208,Fall 2023,2023,Completed,6,International,Online,2023-01-26
ENR000712,WMU00209,Spring 2024,2024,Completed,9,In-State,Online,2024-04-04
ENR000713,WMU00209,Spring 2025,2025,Completed,6,In-State,Regional Campus,2025-10-26
ENR000714,WMU00209,Fall 2024,2024,Enrolled,12,International,Main Campus,2024-06-07
ENR000715,WMU00209,Fall 2023,2023,Enrolled,3,In-State,Online,2023-01-21
ENR000716,WMU00209,Fall 2025,2025,Enrolled,15,In-State,Regional Campus,2025-12-18
ENR000717,WMU00210,Fall 2025,2025,Enrolled,3,Out-of-State,Regional Campus,2025-11-25
ENR000718,WMU00210,Spring 2025,2025,Enrolled,9,In-State,Regional Campus,2025-04-10
ENR000719,WMU00211,Fall 2025,2025,Enrolled,12,International,Main Campus,2025-05-03
ENR000720,WMU00211,Spring 2024,2024,Enrolled,6,International,Regional Campus,2024-02-04
ENR000721,WMU00211,Fall 2024,2024,Completed,12,In-State,Main Campus,2024-03-10
ENR000722,WMU00212,Spring 2024,2024,Enrolled,9,Out-of-State,Main Campus,2024-08-26
ENR000723,WMU00212,Fall 2023,2023,Withdrawn,3,In-State,Online,2023-11-03
ENR000724,WMU00212,Spring 2025,2025,Withdrawn,6,Out-of-State,Online,2025-11-15
ENR000725,WMU00212,Fall 2025,2025,Enrolled,6,Out-of-State,Main Campus,2025-03-22
ENR000726,WMU00213,Fall 2023,2023,Withdrawn,9,International,Regional Campus,2023-09-01
ENR000727,WMU00213,Fall 2024,2024,Completed,6,International,Online,2024-02-07
ENR000728,WMU00214,Fall 2025,2025,Completed,15,In-State,Main Campus,2025-06-04
ENR000729,WMU00214,Fall 2023,2023,Enrolled,6,Out-of-State,Main Campus,2023-04-03
ENR000730,WMU00215,Fall 2024,2024,Enrolled,6,Out-of-State,Regional Campus,2024-09-21
ENR000731,WMU00215,Fall 2025,2025,Withdrawn,9,International,Online,2025-07-17
ENR000732,WMU00215,Spring 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-04-22
ENR000733,WMU00216,Spring 2025,2025,Enrolled,6,International,Online,2025-07-15
ENR000734,WMU00216,Fall 2023,2023,Completed,12,International,Online,2023-06-20
ENR000735,WMU00216,Fall 2024,2024,Completed,3,Out-of-State,Online,2024-04-19
ENR000736,WMU00216,Spring 2024,2024,Enrolled,9,International,Main Campus,2024-08-06
ENR000737,WMU00217,Fall 2025,2025,Withdrawn,15,Out-of-State,Regional Campus,2025-11-17
ENR000738,WMU00217,Fall 2024,2024,Withdrawn,9,In-State,Main Campus,2024-03-26
ENR000739,WMU00218,Spring 2025,2025,Enrolled,3,International,Online,2025-06-05
ENR000740,WMU00218,Spring 2024,2024,Enrolled,9,In-State,Online,2024-12-01
ENR000741,WMU00218,Fall 2025,2025,Enrolled,9,Out-of-State,Regional Campus,2025-06-08
ENR000742,WMU00218,Fall 2023,2023,Enrolled,15,Out-of-State,Online,2023-10-07
ENR000743,WMU00219,Fall 2023,2023,Enrolled,15,International,Regional Campus,2023-07-22
ENR000744,WMU00219,Fall 2024,2024,Enrolled,12,Out-of-State,Main Campus,2024-04-02
ENR000745,WMU00219,Spring 2025,2025,Withdrawn,12,In-State,Online,2025-07-04
ENR000746,WMU00220,Spring 2025,2025,Enrolled,15,International,Online,2025-04-19
ENR000747,WMU00220,Spring 2024,2024,Enrolled,3,In-State,Regional Campus,2024-10-01
ENR000748,WMU00221,Fall 2024,2024,Enrolled,9,In-State,Online,2024-02-27
ENR000749,WMU00221,Spring 2024,2024,Enrolled,12,Out-of-State,Online,2024-06-13
ENR000750,WMU00221,Spring 2025,2025,Completed,3,Out-of-State,Online,2025-10-02
ENR000751,WMU00221,Fall 2023,2023,Enrolled,12,International,Online,2023-08-28
ENR000752,WMU00221,Fall 2025,2025,Enrolled,3,International,Main Campus,2025-01-08
ENR000753,WMU00222,Fall 2023,2023,Enrolled,3,International,Regional Campus,2023-07-08
ENR000754,WMU00222,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-06-27
ENR000755,WMU00223,Fall 2023,2023,Enrolled,3,In-State,Online,2023-02-09
ENR000756,WMU00223,Fall 2024,2024,Completed,9,Out-of-State,Online,2024-12-06
ENR000757,WMU00224,Fall 2025,2025,Enrolled,6,In-State,Regional Campus,2025-07-21
ENR000758,WMU00224,Spring 2025,2025,Enrolled,12,International,Regional Campus,2025-04-19
ENR000759,WMU00224,Fall 2023,2023,Withdrawn,12,Out-of-State,Online,2023-12-16
ENR000760,WMU00225,Fall 2023,2023,Enrolled,3,International,Main Campus,2023-11-21
ENR000761,WMU00225,Fall 2024,2024,Enrolled,6,In-State,Online,2024-01-07
ENR000762,WMU00225,Spring 2024,2024,Enrolled,3,Out-of-State,Online,2024-04-16
ENR000763,WMU00226,Fall 2024,2024,Completed,15,International,Online,2024-05-23
ENR000764,WMU00226,Spring 2024,2024,Enrolled,12,International,Main Campus,2024-03-08
ENR000765,WMU00227,Spring 2025,2025,Enrolled,12,In-State,Online,2025-07-06
ENR000766,WMU00227,Fall 2025,2025,Completed,9,International,Main Campus,2025-03-15
ENR000767,WMU00227,Fall 2024,2024,Enrolled,3,In-State,Main Campus,2024-08-06
ENR000768,WMU00227,Fall 2023,2023,Enrolled,9,Out-of-State,Regional Campus,2023-09-15
ENR000769,WMU00228,Fall 2024,2024,Withdrawn,9,In-State,Main Campus,2024-07-17
ENR000770,WMU00228,Fall 2023,2023,Completed,12,Out-of-State,Main Campus,2023-08-09
ENR000771,WMU00228,Fall 2025,2025,Enrolled,9,In-State,Regional Campus,2025-07-24
ENR000772,WMU00228,Spring 2025,2025,Enrolled,12,Out-of-State,Main Campus,2025-07-06
ENR000773,WMU00229,Fall 2025,2025,Enrolled,3,International,Main Campus,2025-02-08
ENR000774,WMU00229,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-05-08
ENR000775,WMU00229,Fall 2024,2024,Completed,3,In-State,Online,2024-04-20
ENR000776,WMU00229,Spring 2024,2024,Withdrawn,12,Out-of-State,Main Campus,2024-04-24
ENR000777,WMU00230,Spring 2025,2025,Enrolled,9,International,Regional Campus,2025-05-24
ENR000778,WMU00230,Spring 2024,2024,Enrolled,3,In-State,Regional Campus,2024-12-20
ENR000779,WMU00230,Fall 2023,2023,Enrolled,12,International,Main Campus,2023-03-11
ENR000780,WMU00230,Fall 2024,2024,Enrolled,3,In-State,Online,2024-08-05
ENR000781,WMU00231,Spring 2025,2025,Enrolled,9,In-State,Online,2025-02-06
ENR000782,WMU00231,Fall 2025,2025,Completed,3,Out-of-State,Online,2025-10-01
ENR000783,WMU00232,Spring 2024,2024,Enrolled,15,In-State,Regional Campus,2024-09-06
ENR000784,WMU00232,Spring 2025,2025,Enrolled,6,In-State,Online,2025-12-11
ENR000785,WMU00232,Fall 2023,2023,Withdrawn,12,International,Online,2023-09-09
ENR000786,WMU00232,Fall 2024,2024,Enrolled,12,Out-of-State,Online,2024-01-27
ENR000787,WMU00232,Fall 2025,2025,Enrolled,9,International,Online,2025-09-25
ENR000788,WMU00233,Fall 2023,2023,Enrolled,12,International,Main Campus,2023-06-16
ENR000789,WMU00233,Fall 2024,2024,Enrolled,3,International,Regional Campus,2024-12-14
ENR000790,WMU00233,Spring 2025,2025,Enrolled,9,International,Main Campus,2025-04-13
ENR000791,WMU00233,Fall 2025,2025,Enrolled,3,International,Regional Campus,2025-09-15
ENR000792,WMU00233,Spring 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-06-11
ENR000793,WMU00234,Fall 2025,2025,Completed,3,International,Regional Campus,2025-06-27
ENR000794,WMU00234,Spring 2025,2025,Enrolled,15,Out-of-State,Online,2025-10-26
ENR000795,WMU00234,Spring 2024,2024,Enrolled,9,In-State,Main Campus,2024-08-22
ENR000796,WMU00234,Fall 2024,2024,Withdrawn,6,International,Main Campus,2024-09-10
ENR000797,WMU00234,Fall 2023,2023,Completed,15,International,Main Campus,2023-05-16
ENR000798,WMU00235,Fall 2023,2023,Enrolled,3,Out-of-State,Regional Campus,2023-02-02
ENR000799,WMU00235,Fall 2024,2024,Enrolled,12,In-State,Online,2024-06-22
ENR000800,WMU00235,Fall 2025,2025,Enrolled,3,Out-of-State,Main Campus,2025-06-10
ENR000801,WMU00235,Spring 2024,2024,Completed,15,In-State,Main Campus,2024-12-09
ENR000802,WMU00236,Spring 2024,2024,Enrolled,3,In-State,Main Campus,2024-08-12
ENR000803,WMU00236,Spring 2025,2025,Withdrawn,6,Out-of-State,Online,2025-02-09
ENR000804,WMU00236,Fall 2024,2024,Completed,9,Out-of-State,Main Campus,2024-10-14
ENR000805,WMU00237,Fall 2025,2025,Enrolled,9,Out-of-State,Regional Campus,2025-04-10
ENR000806,WMU00237,Spring 2024,2024,Enrolled,9,Out-of-State,Regional Campus,2024-11-15
ENR000807,WMU00237,Fall 2024,2024,Enrolled,15,Out-of-State,Online,2024-02-05
ENR000808,WMU00237,Fall 2023,2023,Withdrawn,15,International,Online,2023-09-22
ENR000809,WMU00238,Spring 2025,2025,Withdrawn,12,Out-of-State,Main Campus,2025-09-01
ENR000810,WMU00238,Fall 2024,2024,Enrolled,12,In-State,Regional Campus,2024-05-26
ENR000811,WMU00238,Spring 2024,2024,Completed,6,International,Online,2024-03-20
ENR000812,WMU00238,Fall 2025,2025,Completed,15,Out-of-State,Main Campus,2025-07-05
ENR000813,WMU00239,Fall 2023,2023,Enrolled,3,Out-of-State,Regional Campus,2023-02-11
ENR000814,WMU00239,Spring 2025,2025,Enrolled,15,Out-of-State,Regional Campus,2025-08-23
ENR000815,WMU00239,Fall 2024,2024,Enrolled,9,In-State,Regional Campus,2024-10-22
ENR000816,WMU00239,Spring 2024,2024,Enrolled,15,International,Main Campus,2024-09-05
ENR000817,WMU00239,Fall 2025,2025,Withdrawn,15,In-State,Main Campus,2025-11-21
ENR000818,WMU00240,Fall 2024,2024,Withdrawn,3,International,Regional Campus,2024-04-04
ENR000819,WMU00240,Fall 2025,2025,Enrolled,3,In-State,Regional Campus,2025-02-17
ENR000820,WMU00240,Spring 2025,2025,Enrolled,3,In-State,Main Campus,2025-08-01
ENR000821,WMU00241,Spring 2025,2025,Enrolled,12,In-State,Regional Campus,2025-05-27
ENR000822,WMU00241,Fall 2023,2023,Withdrawn,15,International,Regional Campus,2023-02-14
ENR000823,WMU00241,Fall 2025,2025,Enrolled,6,In-State,Main Campus,2025-12-22
ENR000824,WMU00241,Spring 2024,2024,Enrolled,6,International,Regional Campus,2024-12-18
ENR000825,WMU00241,Fall 2024,2024,Withdrawn,6,Out-of-State,Online,2024-05-22
ENR000826,WMU00242,Fall 2025,2025,Enrolled,9,Out-of-State,Online,2025-12-26
ENR000827,WMU00242,Spring 2025,2025,Withdrawn,3,Out-of-State,Online,2025-03-01
ENR000828,WMU00243,Spring 2025,2025,Completed,3,Out-of-State,Main Campus,2025-11-21
ENR000829,WMU00243,Fall 2023,2023,Withdrawn,15,In-State,Online,2023-03-15
ENR000830,WMU00243,Fall 2024,2024,Enrolled,12,In-State,Main Campus,2024-06-17
ENR000831,WMU00243,Spring 2024,2024,Enrolled,15,Out-of-State,Regional Campus,2024-09-13
ENR000832,WMU00244,Spring 2024,2024,Completed,9,Out-of-State,Online,2024-12-28
ENR000833,WMU00244,Fall 2025,2025,Enrolled,6,International,Online,2025-07-03
ENR000834,WMU00245,Spring 2025,2025,Enrolled,6,International,Regional Campus,2025-06-19
ENR000835,WMU00245,Fall 2025,2025,Withdrawn,15,In-State,Main Campus,2025-01-28
ENR000836,WMU00245,Fall 2024,2024,Enrolled,6,In-State,Regional Campus,2024-02-16
ENR000837,WMU00245,Fall 2023,2023,Enrolled,12,In-State,Regional Campus,2023-04-04
ENR000838,WMU00245,Spring 2024,2024,Withdrawn,6,Out-of-State,Main Campus,2024-01-20
ENR000839,WMU00246,Fall 2023,2023,Enrolled,12,International,Regional Campus,2023-01-06
ENR000840,WMU00246,Fall 2025,2025,Enrolled,9,International,Online,2025-07-05
ENR000841,WMU00246,Fall 2024,2024,Completed,15,In-State,Main Campus,2024-05-16
ENR000842,WMU00246,Spring 2025,2025,Enrolled,12,In-State,Main Campus,2025-12-06
ENR000843,WMU00247,Fall 2025,2025,Enrolled,6,In-State,Main Campus,2025-06-25
ENR000844,WMU00247,Spring 2024,2024,Completed,12,International,Main Campus,2024-06-06
ENR000845,WMU00247,Fall 2023,2023,Withdrawn,15,In-State,Main Campus,2023-10-27
ENR000846,WMU00247,Fall 2024,2024,Completed,12,Out-of-State,Online,2024-10-18
ENR000847,WMU00247,Spring 2025,2025,Enrolled,6,Out-of-State,Online,2025-11-13
ENR000848,WMU00248,Fall 2025,2025,Completed,6,Out-of-State,Main Campus,2025-02-16
ENR000849,WMU00248,Fall 2023,2023,Enrolled,6,International,Regional Campus,2023-06-01
ENR000850,WMU00249,Fall 2024,2024,Enrolled,9,In-State,Online,2024-02-18
ENR000851,WMU00249,Fall 2025,2025,Enrolled,15,International,Regional Campus,2025-09-10
ENR000852,WMU00249,Spring 2024,2024,Completed,12,In-State,Regional Campus,2024-12-04
ENR000853,WMU00250,Fall 2024,2024,Enrolled,9,Out-of-State,Main Campus,2024-03-07
ENR000854,WMU00250,Fall 2023,2023,Enrolled,15,International,Main Campus,2023-04-16
ENR000855,WMU00250,Spring 2025,2025,Completed,3,International,Regional Campus,2025-01-12
ENR000856,WMU00250,Spring 2024,2024,Withdrawn,3,International,Regional Campus,2024-10-03
ENR000857,WMU00250,Fall 2025,2025,Withdrawn,15,In-State,Online,2025-12-02
ENR000858,WMU00251,Fall 2023,2023,Enrolled,15,International,Online,2023-07-16
ENR000859,WMU00251,Spring 2025,2025,Enrolled,9,In-State,Main Campus,2025-01-25
ENR000860,WMU00252,Fall 2025,2025,Completed,3,Out-of-State,Main Campus,2025-07-25
ENR000861,WMU00252,Spring 2025,2025,Enrolled,12,Out-of-State,Regional Campus,2025-07-18
ENR000862,WMU00252,Fall 2024,2024,Enrolled,6,Out-of-State,Main Campus,2024-10-12
ENR000863,WMU00253,Spring 2024,2024,Enrolled,6,In-State,Regional Campus,2024-01-08
ENR000864,WMU00253,Fall 2024,2024,Completed,12,International,Main Campus,2024-01-28
ENR000865,WMU00253,Fall 2025,2025,Enrolled,6,In-State,Main Campus,2025-03-15
ENR000866,WMU00253,Fall 2023,2023,Enrolled,6,In-State,Online,2023-06-20
ENR000867,WMU00254,Fall 2024,2024,Withdrawn,12,International,Main Campus,2024-11-03
ENR000868,WMU00254,Spring 2024,2024,Enrolled,3,International,Main Campus,2024-08-23
ENR000869,WMU00254,Fall 2025,2025,Enrolled,9,Out-of-State,Regional Campus,2025-05-12
ENR000870,WMU00255,Spring 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-10-16
ENR000871,WMU00255,Fall 2024,2024,Enrolled,9,In-State,Main Campus,2024-09-08
ENR000872,WMU00255,Fall 2025,2025,Completed,9,In-State,Main Campus,2025-06-24
ENR000873,WMU00255,Fall 2023,2023,Enrolled,6,In-State,Regional Campus,2023-08-21
ENR000874,WMU00256,Fall 2023,2023,Completed,9,Out-of-State,Online,2023-02-02
ENR000875,WMU00256,Fall 2025,2025,Completed,9,Out-of-State,Online,2025-01-28
ENR000876,WMU00256,Spring 2024,2024,Withdrawn,12,Out-of-State,Main Campus,2024-04-07
ENR000877,WMU00256,Spring 2025,2025,Enrolled,12,International,Online,2025-09-02
ENR000878,WMU00256,Fall 2024,2024,Enrolled,9,International,Online,2024-01-20
ENR000879,WMU00257,Fall 2024,2024,Withdrawn,15,Out-of-State,Regional Campus,2024-12-25
ENR000880,WMU00257,Spring 2024,2024,Enrolled,3,International,Online,2024-12-22
ENR000881,WMU00257,Fall 2023,2023,Completed,9,Out-of-State,Online,2023-10-24
ENR000882,WMU00257,Spring 2025,2025,Completed,15,Out-of-State,Main Campus,2025-07-15
ENR000883,WMU00258,Spring 2024,2024,Enrolled,9,In-State,Regional Campus,2024-05-11
ENR000884,WMU00258,Fall 2023,2023,Withdrawn,15,In-State,Regional Campus,2023-05-12
ENR000885,WMU00258,Fall 2025,2025,Enrolled,9,International,Regional Campus,2025-01-04
ENR000886,WMU00259,Fall 2025,2025,Withdrawn,12,In-State,Online,2025-01-15
ENR000887,WMU00259,Fall 2024,2024,Enrolled,3,Out-of-State,Regional Campus,2024-09-07
ENR000888,WMU00259,Spring 2024,2024,Enrolled,12,International,Main Campus,2024-05-20
ENR000889,WMU00259,Fall 2023,2023,Enrolled,15,In-State,Online,2023-03-09
ENR000890,WMU00260,Fall 2024,2024,Enrolled,6,International,Regional Campus,2024-01-08
ENR000891,WMU00260,Spring 2025,2025,Enrolled,3,In-State,Regional Campus,2025-09-28
ENR000892,WMU00260,Fall 2023,2023,Completed,12,Out-of-State,Main Campus,2023-09-23
ENR000893,WMU00260,Fall 2025,2025,Enrolled,6,International,Online,2025-05-01
ENR000894,WMU00261,Fall 2025,2025,Enrolled,9,In-State,Regional Campus,2025-08-04
ENR000895,WMU00261,Fall 2023,2023,Enrolled,15,In-State,Main Campus,2023-06-19
