PerformanceID,StudentID,Term,CourseCode,CreditHoursAttempted,CreditHoursEarned,FinalGrade,TermGPA,CumulativeGPA,AcademicStanding
PERF000624,WMU00035,Fall 2025,STAT3010,3,3,B,2.8,2.14,Good Standing
PERF000625,WMU00279,Spring 2024,MATH2010,15,15,A,1.84,2.68,Good Standing
PERF000626,WMU00192,Fall 2024,STAT3010,6,6,A,2.07,2.28,Probation
PERF000627,WMU00100,Spring 2025,ECON2020,15,12,D,1.67,3.32,Dean's List
PERF000628,WMU00443,Spring 2024,PSYC1100,3,0,C,3.83,1.82,Dean's List
PERF000629,WMU00186,Spring 2024,STAT3010,12,9,F,3.02,3.45,Probation
PERF000630,WMU00199,Spring 2025,STAT3010,9,9,B,2.19,2.61,Good Standing
PERF000631,WMU00060,Fall 2023,MATH2010,12,12,B,3.34,3.02,Probation
PERF000632,WMU00205,Fall 2025,PSYC1100,12,9,B,2.09,2.28,Good Standing
PERF000633,WMU00040,Fall 2023,MATH2010,15,15,F,2.24,1.95,Good Standing
PERF000634,WMU00359,Fall 2023,MATH2010,15,12,W,1.91,2.16,Good Standing
PERF000635,WMU00409,Fall 2023,DATA4020,6,6,C,1.65,3.59,Dean's List
PERF000636,WMU00253,Spring 2024,PSYC1100,6,6,W,3.71,2.82,Good Standing
PERF000637,WMU00396,Spring 2025,PSYC1100,6,3,W,3.09,2.89,Probation
PERF000638,WMU00264,Fall 2024,ECON2020,6,6,F,3.47,3.12,Good Standing
PERF000639,WMU00314,Spring 2025,DATA4020,9,9,D,2.4,2.99,Dean's List
PERF000640,WMU00321,Fall 2023,STAT3010,12,9,W,1.87,2.91,Good Standing
PERF000641,WMU00399,Fall 2025,STAT3010,9,9,C,3.0,3.57,Probation
PERF000642,WMU00269,Spring 2025,ECON2020,3,0,F,2.2,2.36,Good Standing
PERF000643,WMU00003,Spring 2024,STAT3010,15,12,B,3.07,2.79,Good Standing
PERF000644,WMU00312,Fall 2025,PSYC1100,15,15,A,1.82,1.99,Good Standing
PERF000645,WMU00079,Fall 2024,MATH2010,15,12,F,1.6,3.33,Dean's List
PERF000646,WMU00081,Spring 2024,PSYC1100,12,12,W,3.79,3.95,Good Standing
PERF000647,WMU00184,Fall 2025,ECON2020,3,3,D,2.23,1.88,Good Standing
PERF000648,WMU00290,Fall 2025,CS3100,3,3,C,1.76,3.94,Probation
PERF000649,WMU00199,Fall 2023,BUS2200,3,3,B,3.0,3.42,Good Standing
PERF000650,WMU00037,Fall 2025,ECON2020,9,9,B,1.94,3.79,Dean's List
PERF000651,WMU00090,Fall 2024,BUS2200,9,9,B,2.05,2.8,Good Standing
PERF000652,WMU00262,Fall 2025,MATH2010,3,3,C,1.87,2.05,Good Standing
PERF000653,WMU00318,Spring 2024,ECON2020,6,6,W,3.53,3.1,Dean's List
PERF000654,WMU00397,Fall 2023,PSYC1100,12,12,B,3.35,1.8,Good Standing
PERF000655,WMU00465,Fall 2023,STAT3010,3,3,C,2.26,3.73,Good Standing
PERF000656,WMU00252,Fall 2024,DATA4020,6,3,F,3.0,3.83,Good Standing
PERF000657,WMU00200,Fall 2023,DATA4020,12,9,A,3.51,1.82,Probation
PERF000658,WMU00256,Fall 2023,CS3100,9,6,F,3.21,1.96,Probation
PERF000659,WMU00323,Spring 2024,STAT3010,15,12,D,2.14,3.34,Good Standing
PERF000660,WMU00045,Fall 2023,ECON2020,12,9,W,3.14,2.15,Probation
PERF000661,WMU00227,Fall 2025,ECON2020,9,9,C,1.96,3.83,Dean's List
PERF000662,WMU00187,Spring 2025,DATA4020,6,6,B,3.78,3.05,Good Standing
PERF000663,WMU00150,Fall 2024,ECON2020,3,3,D,2.37,1.98,Good Standing
PERF000664,WMU00357,Spring 2024,MATH2010,15,15,F,3.31,2.15,Probation
PERF000665,WMU00176,Spring 2025,MATH2010,3,3,C,3.81,3.9,Dean's List
PERF000666,WMU00056,Spring 2025,STAT3010,6,6,B,2.98,2.49,Dean's List
PERF000667,WMU00413,Spring 2025,STAT3010,3,0,B,2.66,3.38,Good Standing
PERF000668,WMU00300,Fall 2023,BUS2200,6,3,B,3.57,3.39,Good Standing
PERF000669,WMU00118,Fall 2025,MATH2010,6,3,D,1.69,3.26,Good Standing
PERF000670,WMU00025,Fall 2025,BUS2200,9,9,A,1.99,3.39,Good Standing
PERF000671,WMU00482,Spring 2025,BUS2200,6,6,A,2.18,2.98,Good Standing
PERF000672,WMU00217,Fall 2025,BUS2200,15,15,A,3.55,1.98,Good Standing
PERF000673,WMU00044,Fall 2024,MATH2010,12,12,A,2.43,2.45,Good Standing
PERF000674,WMU00120,Spring 2025,BUS2200,12,12,F,1.88,2.76,Dean's List
PERF000675,WMU00272,Spring 2025,CS3100,9,6,D,2.24,1.82,Good Standing
PERF000676,WMU00137,Fall 2025,CS3100,15,15,C,2.89,1.93,Probation
PERF000677,WMU00238,Fall 2024,DATA4020,12,12,W,1.5,3.55,Good Standing
PERF000678,WMU00196,Fall 2024,CS3100,3,0,D,3.1,2.86,Probation
PERF000679,WMU00304,Fall 2025,CS3100,3,3,W,3.9,3.2,Probation
PERF000680,WMU00250,Spring 2024,PSYC1100,3,0,W,2.28,3.44,Dean's List
PERF000681,WMU00329,Fall 2024,BUS2200,15,15,B,2.24,2.2,Good Standing
PERF000682,WMU00128,Fall 2024,BUS2200,9,6,B,1.95,2.23,Good Standing
PERF000683,WMU00411,Fall 2023,DATA4020,15,15,A,2.21,3.15,Good Standing
PERF000684,WMU00052,Fall 2024,PSYC1100,6,6,C,3.33,3.86,Good Standing
PERF000685,WMU00112,Spring 2025,MATH2010,3,0,F,2.62,3.62,Dean's List
PERF000686,WMU00169,Spring 2025,CS3100,12,12,F,3.23,2.01,Good Standing
PERF000687,WMU00231,Fall 2025,CS3100,3,3,A,3.34,1.84,Good Standing
PERF000688,WMU00428,Fall 2023,ECON2020,15,12,D,1.55,3.31,Good Standing
PERF000689,WMU00285,Fall 2023,BUS2200,15,15,A,1.51,3.86,Good Standing
PERF000690,WMU00414,Fall 2024,CS3100,9,9,B,2.86,2.21,Good Standing
PERF000691,WMU00474,Fall 2025,MATH2010,3,3,W,1.62,3.58,Probation
PERF000692,WMU00260,Fall 2024,STAT3010,6,6,F,3.27,3.86,Good Standing
PERF000693,WMU00344,Fall 2023,ECON2020,9,9,W,3.45,3.49,Good Standing
PERF000694,WMU00246,Spring 2025,MATH2010,12,9,D,2.83,2.75,Dean's List
PERF000695,WMU00195,Fall 2025,PSYC1100,6,3,B,3.64,2.19,Good Standing
PERF000696,WMU00040,Fall 2024,PSYC1100,9,6,W,3.47,3.91,Good Standing
PERF000697,WMU00381,Spring 2025,PSYC1100,15,12,D,3.75,1.98,Probation
PERF000698,WMU00497,Fall 2024,BUS2200,9,9,W,3.91,3.81,Dean's List
PERF000699,WMU00375,Spring 2025,STAT3010,9,6,D,1.76,2.75,Probation
PERF000700,WMU00187,Fall 2024,PSYC1100,6,6,A,3.93,2.22,Good Standing
PERF000701,WMU00353,Fall 2023,STAT3010,12,12,W,3.02,2.02,Good Standing
PERF000702,WMU00255,Spring 2024,DATA4020,3,3,D,3.34,3.4,Good Standing
PERF000703,WMU00181,Fall 2025,CS3100,6,3,C,3.27,3.48,Good Standing
PERF000704,WMU00082,Spring 2025,ECON2020,3,0,D,2.46,3.23,Dean's List
PERF000705,WMU00212,Fall 2023,PSYC1100,3,3,F,1.92,3.2,Good Standing
PERF000706,WMU00474,Fall 2023,PSYC1100,12,12,B,3.43,3.17,Dean's List
PERF000707,WMU00023,Fall 2023,CS3100,6,3,D,1.79,3.82,Good Standing
PERF000708,WMU00011,Spring 2025,DATA4020,9,6,F,3.63,3.22,Probation
PERF000709,WMU00483,Fall 2023,DATA4020,6,3,B,3.34,1.84,Good Standing
PERF000710,WMU00037,Spring 2025,BUS2200,9,6,D,2.42,3.9,Dean's List
PERF000711,WMU00230,Spring 2024,CS3100,3,0,B,3.03,2.58,Good Standing
PERF000712,WMU00379,Spring 2025,STAT3010,15,15,D,2.01,3.16,Good Standing
PERF000713,WMU00256,Fall 2025,DATA4020,9,9,B,3.01,3.28,Good Standing
PERF000714,WMU00463,Spring 2024,PSYC1100,15,12,W,2.24,2.1,Good Standing
PERF000715,WMU00267,Fall 2024,ECON2020,6,6,W,2.69,3.48,Dean's List
PERF000716,WMU00047,Fall 2023,ECON2020,12,12,A,3.41,3.06,Dean's List
PERF000717,WMU00081,Spring 2025,ECON2020,12,12,F,1.51,3.52,Dean's List
PERF000718,WMU00471,Fall 2025,DATA4020,9,6,C,2.9,3.31,Probation
PERF000719,WMU00370,Fall 2024,ECON2020,3,3,A,3.88,2.23,Probation
PERF000720,WMU00098,Fall 2024,MATH2010,3,0,D,2.11,3.65,Probation
PERF000721,WMU00167,Fall 2024,STAT3010,3,0,W,2.95,3.58,Good Standing
PERF000722,WMU00223,Fall 2024,ECON2020,9,9,F,2.83,2.38,Probation
PERF000723,WMU00499,Fall 2025,MATH2010,15,15,W,3.1,3.57,Good Standing
PERF000724,WMU00265,Fall 2025,DATA4020,6,6,A,3.59,3.97,Good Standing
PERF000725,WMU00399,Fall 2024,ECON2020,6,6,D,1.6,2.68,Good Standing
PERF000726,WMU00414,Fall 2025,MATH2010,6,6,C,2.84,2.36,Good Standing
PERF000727,WMU00445,Fall 2025,PSYC1100,9,9,A,2.89,2.99,Good Standing
PERF000728,WMU00132,Fall 2024,PSYC1100,9,9,C,2.71,3.27,Good Standing
PERF000729,WMU00107,Fall 2023,CS3100,6,3,C,3.58,3.44,Good Standing
PERF000730,WMU00094,Spring 2024,CS3100,9,9,D,3.96,2.32,Good Standing
PERF000731,WMU00291,Fall 2025,ECON2020,3,3,A,1.62,2.27,Probation
PERF000732,WMU00439,Fall 2025,BUS2200,9,6,W,2.51,3.1,Probation
PERF000733,WMU00365,Fall 2024,BUS2200,6,6,A,3.78,3.89,Dean's List
PERF000734,WMU00272,Fall 2024,DATA4020,15,15,F,2.15,3.04,Dean's List
PERF000735,WMU00461,Spring 2025,CS3100,3,3,D,2.62,1.91,Dean's List
PERF000736,WMU00463,Fall 2023,BUS2200,15,15,W,1.8,2.84,Dean's List
PERF000737,WMU00223,Fall 2023,BUS2200,3,3,A,1.78,3.45,Dean's List
PERF000738,WMU00092,Spring 2025,DATA4020,6,6,A,2.08,3.82,Probation
PERF000739,WMU00240,Spring 2025,DATA4020,3,3,F,2.99,1.9,Dean's List
PERF000740,WMU00088,Fall 2025,DATA4020,3,3,D,2.9,3.84,Probation
PERF000741,WMU00384,Spring 2025,STAT3010,12,12,A,2.44,3.53,Good Standing
PERF000742,WMU00342,Spring 2025,MATH2010,12,12,C,3.03,2.76,Dean's List
PERF000743,WMU00434,Spring 2024,STAT3010,12,12,D,3.42,2.21,Good Standing
PERF000744,WMU00048,Spring 2025,MATH2010,3,3,C,2.09,3.85,Probation
PERF000745,WMU00004,Fall 2025,ECON2020,3,3,C,2.75,2.86,Dean's List
PERF000746,WMU00049,Fall 2023,DATA4020,6,6,W,3.46,2.62,Good Standing
PERF000747,WMU00192,Spring 2025,CS3100,12,9,C,1.93,3.67,Good Standing
PERF000748,WMU00073,Fall 2023,CS3100,9,9,C,1.52,3.63,Good Standing
PERF000749,WMU00309,Fall 2023,DATA4020,3,3,W,2.37,2.02,Good Standing
PERF000750,WMU00353,Fall 2025,MATH2010,15,15,D,1.82,2.21,Good Standing
PERF000751,WMU00198,Spring 2025,PSYC1100,9,9,W,3.45,2.32,Good Standing
PERF000752,WMU00072,Fall 2025,BUS2200,9,6,D,1.89,3.5,Good Standing
PERF000753,WMU00404,Fall 2025,CS3100,9,9,F,2.3,3.29,Probation
PERF000754,WMU00039,Fall 2025,STAT3010,6,6,F,3.17,2.17,Probation
PERF000755,WMU00160,Fall 2023,STAT3010,6,6,A,2.52,3.95,Probation
PERF000756,WMU00400,Fall 2025,ECON2020,15,15,F,1.71,1.95,Probation
PERF000757,WMU00383,Fall 2025,MATH2010,15,15,C,2.27,2.0,Dean's List
PERF000758,WMU00324,Fall 2025,ECON2020,6,6,C,2.68,3.48,Good Standing
PERF000759,WMU00332,Spring 2025,DATA4020,12,12,C,2.6,2.96,Probation
PERF000760,WMU00163,Fall 2023,MATH2010,15,12,A,2.39,2.46,Dean's List
PERF000761,WMU00039,Fall 2023,STAT3010,12,12,C,3.62,3.13,Good Standing
PERF000762,WMU00434,Spring 2025,DATA4020,9,9,D,2.78,1.87,Good Standing
PERF000763,WMU00155,Fall 2024,MATH2010,6,6,D,1.71,3.53,Good Standing
PERF000764,WMU00064,Fall 2024,STAT3010,9,9,D,3.84,2.93,Good Standing
PERF000765,WMU00212,Spring 2025,PSYC1100,6,6,C,3.49,2.86,Dean's List
PERF000766,WMU00231,Spring 2025,STAT3010,9,9,C,3.57,2.76,Probation
PERF000767,WMU00118,Spring 2024,BUS2200,12,12,C,1.95,2.78,Probation
PERF000768,WMU00091,Spring 2024,ECON2020,6,6,W,2.03,2.52,Good Standing
PERF000769,WMU00432,Fall 2025,ECON2020,9,9,A,2.78,3.7,Probation
PERF000770,WMU00084,Fall 2025,ECON2020,12,9,B,2.23,3.71,Dean's List
PERF000771,WMU00320,Fall 2023,MATH2010,3,0,D,3.36,3.85,Dean's List
PERF000772,WMU00394,Spring 2024,CS3100,3,3,C,2.06,3.59,Good Standing
PERF000773,WMU00435,Spring 2024,CS3100,9,9,D,3.07,2.75,Probation
PERF000774,WMU00463,Spring 2025,MATH2010,15,15,W,1.59,1.91,Probation
PERF000775,WMU00209,Fall 2023,ECON2020,3,3,F,1.54,3.79,Probation
PERF000776,WMU00056,Fall 2024,STAT3010,12,12,W,1.71,3.11,Probation
PERF000777,WMU00126,Fall 2023,DATA4020,12,12,W,2.24,2.41,Probation
PERF000778,WMU00168,Fall 2023,CS3100,12,9,F,2.43,2.18,Probation
PERF000779,WMU00147,Spring 2025,PSYC1100,15,12,C,3.09,3.06,Good Standing
PERF000780,WMU00178,Spring 2025,CS3100,6,6,F,1.63,2.12,Dean's List
PERF000781,WMU00462,Fall 2025,BUS2200,6,3,W,2.85,3.25,Good Standing
PERF000782,WMU00446,Fall 2025,PSYC1100,15,15,C,2.82,2.21,Dean's List
PERF000783,WMU99999,Fall 2025,MATH2010,3,0,A,3.82,3.45,Probation
PERF000784,WMU00287,Fall 2024,DATA4020,15,15,A,3.47,3.55,Good Standing
PERF000785,WMU00362,Fall 2025,ECON2020,9,6,B,2.81,2.66,Good Standing
PERF000786,WMU00135,Fall 2024,MATH2010,15,15,W,2.04,1.87,Probation
PERF000787,WMU00090,Fall 2025,PSYC1100,12,9,F,1.79,1.98,Good Standing
PERF000788,WMU00002,Fall 2024,CS3100,12,9,F,1.7,3.88,Probation
PERF000789,WMU00064,Fall 2025,CS3100,9,9,A,3.34,3.16,Good Standing
PERF000790,WMU00160,Fall 2024,PSYC1100,9,9,D,2.67,1.9,Probation
PERF000791,WMU00289,Fall 2024,STAT3010,9,6,D,2.96,2.29,Probation
PERF000792,WMU00011,Fall 2024,MATH2010,3,3,W,2.76,3.45,Dean's List
PERF000793,WMU00158,Fall 2025,BUS2200,12,12,W,2.3,2.08,Dean's List
PERF000794,WMU00069,Spring 2025,MATH2010,6,6,A,2.94,3.53,Good Standing
PERF000795,WMU00441,Fall 2024,MATH2010,6,6,F,1.81,3.06,Dean's List
PERF000796,WMU00039,Fall 2024,DATA4020,3,3,W,3.67,2.57,Good Standing
PERF000797,WMU00438,Fall 2024,BUS2200,6,3,A,2.93,3.32,Probation
PERF000798,WMU00396,Fall 2025,PSYC1100,6,6,F,3.29,1.89,Probation
PERF000799,WMU00410,Spring 2025,MATH2010,15,15,C,2.03,2.81,Dean's List
PERF000800,WMU00128,Fall 2023,MATH2010,15,15,W,3.49,2.97,Good Standing
PERF000801,WMU00447,Spring 2024,ECON2020,9,6,B,3.79,1.97,Probation
PERF000802,WMU00355,Spring 2024,CS3100,15,12,F,2.11,2.58,Good Standing
PERF000803,WMU00377,Fall 2023,BUS2200,12,12,W,2.33,2.51,Dean's List
PERF000804,WMU00477,Fall 2023,MATH2010,12,12,W,3.89,2.79,Good Standing
PERF000805,WMU00170,Fall 2023,MATH2010,15,15,D,3.55,2.33,Dean's List
PERF000806,WMU00440,Fall 2023,CS3100,3,3,C,2.37,3.73,Good Standing
PERF000807,WMU00492,Fall 2023,ECON2020,15,15,B,2.48,3.29,Good Standing
PERF000808,WMU00195,Spring 2025,BUS2200,3,3,F,3.78,2.84,Good Standing
PERF000809,WMU00125,Fall 2024,ECON2020,12,12,B,2.86,2.73,Dean's List
PERF000810,WMU00463,Fall 2025,ECON2020,15,15,C,3.79,2.45,Good Standing
PERF000811,WMU00107,Spring 2024,ECON2020,9,9,C,1.67,3.35,Dean's List
PERF000812,WMU00371,Spring 2025,MATH2010,15,15,A,3.06,3.33,Probation
PERF000813,WMU00087,Fall 2023,BUS2200,9,9,C,2.84,3.6,Probation
PERF000814,WMU00126,Spring 2024,ECON2020,15,15,A,3.94,3.92,Good Standing
PERF000815,WMU00286,Fall 2023,STAT3010,6,6,B,2.73,2.27,Probation
PERF000816,WMU00089,Spring 2024,STAT3010,9,6,D,2.02,2.1,Good Standing
PERF000817,WMU00079,Fall 2025,DATA4020,15,15,W,2.18,2.06,Good Standing
PERF000818,WMU00470,Fall 2024,CS3100,9,9,B,3.82,3.07,Good Standing
PERF000819,WMU00302,Fall 2025,ECON2020,9,6,D,2.15,3.46,Good Standing
PERF000820,WMU00378,Spring 2024,CS3100,3,3,B,2.76,3.48,Probation
PERF000821,WMU00121,Spring 2024,CS3100,12,9,C,3.68,3.46,Probation
PERF000822,WMU00161,Fall 2025,MATH2010,12,12,C,2.84,3.76,Good Standing
PERF000823,WMU00175,Spring 2025,PSYC1100,12,9,A,2.63,3.75,Good Standing
PERF000824,WMU00491,Spring 2025,BUS2200,15,12,F,3.9,3.97,Good Standing
PERF000825,WMU00104,Spring 2025,PSYC1100,3,0,C,3.44,3.48,Good Standing
PERF000826,WMU00349,Fall 2025,STAT3010,3,3,B,2.98,3.47,Good Standing
PERF000827,WMU00253,Fall 2025,CS3100,6,3,B,2.87,2.78,Probation
PERF000828,WMU00477,Spring 2025,CS3100,12,12,W,2.09,2.69,Dean's List
PERF000829,WMU00405,Spring 2025,ECON2020,12,12,C,1.74,3.38,Good Standing
PERF000830,WMU00485,Fall 2023,CS3100,6,6,C,1.98,3.62,Dean's List
PERF000831,WMU00065,Spring 2024,MATH2010,6,6,F,1.82,2.09,Probation
PERF000832,WMU00335,Spring 2025,PSYC1100,3,3,A,3.81,1.95,Good Standing
PERF000833,WMU00306,Spring 2024,PSYC1100,15,15,A,3.03,3.39,Probation
PERF000834,WMU00465,Fall 2024,ECON2020,15,12,B,1.52,3.47,Good Standing
PERF000835,WMU00331,Spring 2025,MATH2010,15,15,W,3.23,3.32,Probation
PERF000836,WMU00018,Spring 2025,MATH2010,9,9,B,2.18,4.0,Good Standing
PERF000837,WMU00113,Fall 2023,PSYC1100,12,12,A,3.05,3.37,Probation
PERF000838,WMU00170,Spring 2024,MATH2010,9,9,B,3.38,3.0,Dean's List
PERF000839,WMU00007,Fall 2025,MATH2010,6,3,B,3.36,3.96,Dean's List
PERF000840,WMU00061,Fall 2023,STAT3010,6,6,B,2.43,3.98,Probation
PERF000841,WMU00385,Fall 2023,PSYC1100,3,3,B,2.22,2.38,Good Standing
PERF000842,WMU00040,Fall 2025,STAT3010,9,6,A,1.77,3.62,Good Standing
PERF000843,WMU00156,Fall 2023,MATH2010,3,3,C,2.46,2.75,Dean's List
PERF000844,WMU00238,Fall 2025,STAT3010,15,15,D,1.53,3.0,Dean's List
PERF000845,WMU00275,Spring 2025,BUS2200,9,9,A,3.84,2.13,Good Standing
PERF000846,WMU00307,Spring 2025,MATH2010,9,9,B,2.48,3.57,Good Standing
PERF000847,WMU00023,Spring 2025,MATH2010,15,15,B,2.52,3.0,Good Standing
PERF000848,WMU00449,Fall 2023,MATH2010,15,15,D,2.69,2.49,Good Standing
PERF000849,WMU00076,Fall 2023,MATH2010,3,0,B,1.84,3.9,Good Standing
PERF000850,WMU00337,Fall 2023,MATH2010,15,12,B,3.04,2.0,Good Standing
PERF000851,WMU00317,Fall 2025,BUS2200,15,12,B,1.9,2.04,Dean's List
PERF000852,WMU00376,Fall 2024,CS3100,15,15,W,2.77,3.75,Dean's List
PERF000853,WMU00450,Fall 2024,ECON2020,15,15,B,1.8,3.57,Probation
PERF000854,WMU00185,Fall 2025,DATA4020,9,9,W,2.52,2.05,Dean's List
PERF000855,WMU00345,Fall 2024,MATH2010,3,3,F,3.52,3.92,Dean's List
PERF000856,WMU00466,Spring 2025,PSYC1100,12,12,D,2.14,2.34,Good Standing
PERF000857,WMU00345,Fall 2023,STAT3010,3,3,C,2.23,3.53,Good Standing
PERF000858,WMU00285,Spring 2024,STAT3010,15,15,B,1.73,2.67,Good Standing
PERF000859,WMU00148,Spring 2024,DATA4020,9,9,B,3.78,2.39,Good Standing
PERF000860,WMU00076,Spring 2024,STAT3010,15,15,F,2.18,3.43,Dean's List
PERF000861,WMU00369,Fall 2025,PSYC1100,15,12,B,2.44,1.85,Good Standing
PERF000862,WMU00332,Fall 2025,ECON2020,9,9,C,1.74,3.83,Dean's List
PERF000863,WMU00102,Spring 2024,ECON2020,9,9,W,2.66,3.6,Good Standing
PERF000864,WMU00404,Spring 2024,BUS2200,15,15,C,3.87,3.62,Probation
PERF000865,WMU00183,Spring 2024,CS3100,9,9,A,2.46,2.09,Good Standing
PERF000866,WMU00001,Spring 2024,CS3100,12,12,C,3.89,2.98,Good Standing
PERF000867,WMU00002,Spring 2024,STAT3010,3,0,F,3.7,3.99,Probation
PERF000868,WMU00086,Spring 2025,BUS2200,3,0,C,2.7,2.74,Dean's List
PERF000869,WMU00341,Spring 2025,STAT3010,6,6,D,2.45,1.93,Good Standing
PERF000870,WMU00411,Spring 2024,CS3100,15,15,C,2.64,1.85,Good Standing
PERF000871,WMU00196,Spring 2025,ECON2020,9,9,F,1.77,1.87,Probation
PERF000872,WMU00103,Spring 2024,CS3100,15,15,A,2.59,1.9,Dean's List
PERF000873,WMU00493,Fall 2023,CS3100,9,9,D,3.02,3.41,Good Standing
PERF000874,WMU00062,Fall 2023,PSYC1100,9,9,C,3.95,2.41,Probation
PERF000875,WMU00264,Fall 2025,CS3100,15,12,C,2.62,3.89,Good Standing
PERF000876,WMU00008,Fall 2023,MATH2010,15,15,F,3.91,2.7,Probation
PERF000877,WMU00443,Fall 2025,ECON2020,3,3,B,3.29,1.82,Good Standing
PERF000878,WMU00153,Spring 2025,STAT3010,15,15,W,3.32,3.31,Good Standing
PERF000879,WMU00457,Fall 2024,PSYC1100,6,6,C,3.76,1.8,Good Standing
PERF000880,WMU00482,Fall 2024,PSYC1100,3,3,A,1.65,1.84,Dean's List
PERF000881,WMU00187,Fall 2023,STAT3010,3,3,W,3.29,2.69,Good Standing
PERF000882,WMU00289,Spring 2025,CS3100,9,9,F,1.51,2.94,Good Standing
PERF000883,WMU00211,Fall 2025,MATH2010,12,12,A,2.52,1.81,Good Standing
PERF000884,WMU00202,Spring 2025,ECON2020,15,15,B,1.85,2.89,Dean's List
PERF000885,WMU00394,Fall 2025,BUS2200,12,9,W,3.29,1.9,Good Standing
PERF000886,WMU00342,Fall 2023,CS3100,12,12,C,2.86,3.65,Good Standing
PERF000887,WMU00183,Fall 2024,PSYC1100,3,0,D,4.0,2.65,Good Standing
PERF000888,WMU00002,Spring 2025,MATH2010,12,12,F,3.54,3.94,Probation
PERF000889,WMU00072,Spring 2025,BUS2200,15,15,B,2.59,3.76,Good Standing
PERF000890,WMU00236,Fall 2024,ECON2020,9,9,A,2.81,1.99,Good Standing
PERF000891,WMU00008,Spring 2025,BUS2200,12,12,W,2.15,2.9,Probation
PERF000892,WMU00095,Spring 2024,STAT3010,6,6,B,3.09,3.57,Good Standing
PERF000893,WMU00167,Spring 2024,MATH2010,9,9,B,2.31,2.33,Dean's List
PERF000894,WMU00012,Fall 2023,ECON2020,3,3,D,2.3,3.88,Probation
PERF000895,WMU00441,Spring 2025,DATA4020,9,9,D,2.58,2.13,Good Standing
PERF000896,WMU00029,Spring 2025,MATH2010,3,3,F,1.84,3.74,Good Standing
PERF000897,WMU00098,Spring 2024,PSYC1100,12,12,W,3.42,3.8,Good Standing
PERF000898,WMU00015,Spring 2025,STAT3010,12,12,F,2.62,3.83,Probation
PERF000899,WMU00068,Fall 2023,MATH2010,12,12,D,1.85,2.97,Good Standing
PERF000900,WMU00061,Fall 2025,ECON2020,3,3,W,2.31,2.1,Good Standing
PERF000901,WMU00034,Spring 2025,PSYC1100,3,3,W,3.93,2.71,Good Standing
PERF000902,WMU00499,Spring 2024,STAT3010,9,9,D,1.54,2.45,Good Standing
PERF000903,WMU00411,Spring 2025,CS3100,12,12,F,3.88,3.01,Probation
PERF000904,WMU00234,Spring 2025,MATH2010,15,15,W,2.55,1.95,Good Standing
PERF000905,WMU00019,Spring 2025,PSYC1100,6,6,C,2.91,2.43,Dean's List
PERF000906,WMU00239,Fall 2023,MATH2010,3,3,A,2.66,2.18,Good Standing
PERF000907,WMU00431,Spring 2024,DATA4020,15,12,D,1.56,1.99,Good Standing
PERF000908,WMU00021,Fall 2024,CS3100,15,15,D,1.72,2.0,Good Standing
PERF000909,WMU00360,Fall 2023,STAT3010,6,6,F,3.34,3.84,Dean's List
PERF000910,WMU00012,Fall 2025,MATH2010,3,3,A,1.81,3.24,Probation
PERF000911,WMU00420,Fall 2024,CS3100,6,6,A,2.74,2.74,Probation
PERF000912,WMU00152,Fall 2025,STAT3010,12,12,C,2.45,1.9,Probation
PERF000913,WMU00066,Fall 2025,BUS2200,15,15,B,3.95,2.72,Good Standing
PERF000914,WMU00190,Fall 2024,PSYC1100,6,6,D,3.56,1.86,Good Standing
PERF000915,WMU00368,Fall 2023,DATA4020,3,3,A,2.41,3.38,Good Standing
PERF000916,WMU00379,Fall 2024,BUS2200,9,9,D,3.61,2.37,Probation
PERF000917,WMU00302,Fall 2023,CS3100,15,12,A,2.73,2.7,Good Standing
PERF000918,WMU00156,Spring 2025,STAT3010,3,3,A,3.37,2.08,Dean's List
PERF000919,WMU00382,Fall 2025,BUS2200,3,3,D,2.63,1.81,Dean's List
PERF000920,WMU00380,Spring 2024,PSYC1100,6,3,W,3.52,3.86,Dean's List
PERF000921,WMU00178,Fall 2024,STAT3010,15,15,C,3.96,3.9,Dean's List
PERF000922,WMU00134,Spring 2025,ECON2020,6,3,F,3.64,2.39,Probation
PERF000923,WMU00402,Fall 2023,ECON2020,3,0,A,3.16,3.07,Good Standing
PERF000924,WMU00233,Fall 2024,DATA4020,3,3,A,2.53,3.85,Probation
PERF000925,WMU00424,Fall 2025,CS3100,6,3,C,3.93,2.08,Probation
PERF000926,WMU00315,Spring 2024,PSYC1100,6,6,B,2.27,2.48,Dean's List
PERF000927,WMU00329,Fall 2023,BUS2200,9,6,F,1.88,2.04,Good Standing
PERF000928,WMU00016,Fall 2025,DATA4020,15,12,C,3.01,3.45,Good Standing
PERF000929,WMU00320,Fall 2025,DATA4020,12,12,F,3.46,1.84,Dean's List
PERF000930,WMU00024,Fall 2024,BUS2200,15,15,C,3.11,1.99,Good Standing
PERF000931,WMU00196,Spring 2024,MATH2010,12,9,B,2.87,1.98,Good Standing
PERF000932,WMU00321,Fall 2024,ECON2020,12,12,A,3.64,2.74,Probation
PERF000933,WMU00424,Spring 2024,STAT3010,15,15,W,2.97,2.43,Good Standing
PERF000934,WMU00056,Fall 2025,BUS2200,6,6,F,2.79,3.09,Dean's List
PERF000935,WMU00079,Fall 2023,CS3100,15,15,D,2.51,3.71,Good Standing
PERF000936,WMU00203,Fall 2025,DATA4020,12,12,A,3.98,2.2,Good Standing
